	GCF_000239075.1:289	GCF_000364805.1:290	GCF_000373405.1:291	GCF_000385945.1:292	GCF_000720395.1:293	GCF_000721595.1:294	GCF_000935135.2:295	GCF_001189025.1:296	GCF_001418625.1:297	GCF_001426325.1:298	GCF_001427565.1:299	GCF_001434355.1:300	GCF_001905485.1:301	GCF_001905575.1:302	GCF_001905595.1:303	GCF_001905645.1:304	GCF_001983595.1:305	GCF_002158965.1:306	GCF_002188345.1:307	GCF_002242735.1:308	GCF_002910875.1:309	GCF_003116675.1:310	GCF_003268965.1:311	GCF_003367645.1:312	GCF_003610995.1:313	GCF_004524875.1:314	GCF_005234185.1:315	GCF_008932075.1:316	GCF_009862355.1:317	GCF_009862365.1:318	GCF_009865135.1:319	GCF_009865505.1:320	GCF_009872615.1:321	GCF_013167895.1:322	GCF_013364315.1:323	GCF_013409565.1:324	GCF_014495705.1:325	GCF_016653995.1:326	GCF_017358145.1:327	GCF_018070745.1:328	GCF_018530825.1:329	GCF_018614445.1:330	GCF_018614515.1:331	GCF_019049185.1:332	GCF_900207595.1:333	GCF_904440635.1:334	GCF_904440645.1:335
GCF_003268965.1:311	0.3764988711	0.9284255059000001	0.3756034942	0.3805937213	0.9214908751	0.9014603280000001	0.37429080610000004	0.3830292562	0.3676356457	0.38287835000000003	0.3843262658	0.3836331424	0.3740561502	0.37943951730000003	0.3518170154	0.3804801823	0.38453975560000003	0.3698831685	0.37449332090000004	0.38032339660000003	0.3701730914	0.3738774145	1.0	0.38429517	0.3619572602	0.8930099716000001	0.37838565620000003	0.3756155145	0.8460768302	0.9045024929000001	0.3752796011	0.3526320397	0.3757465612	0.3617061418	0.3811484813	0.3617756501	0.3706422726	0.37109211680000004	0.37654303240000003	0.38542062990000003	0.3822782528	0.3514719563	0.3532079658	0.3780754819	0.9658899678	0.37835155530000003	0.3780362854
GCF_003367645.1:312	0.5811045443	0.35215566330000003	0.8104283754	0.7056784171	0.3526066584	0.3557404427	0.5749076239	0.5919236431	0.6771961818000001	0.5897888676	0.5910859231000001	0.589991245	0.5786501350000001	0.5856168256000001	0.6465064377	0.5918190201	1.0066358955	0.7559381839	0.5747138321	0.7060104388	0.5709163725	0.8066883174	0.3607596489	1.0	0.6663010381000001	0.3495247564	0.5986998536	0.7580037831	0.3047274638	0.351066382	0.7041680680000001	0.7621005161000001	0.8114015044	0.33181464380000003	0.7031452646	0.33166157290000003	0.5750550528	0.6813959433	0.7000258307	0.5864447334	0.5893230315	0.6468670375000001	0.6466792558000001	0.5811944489	0.35556075600000003	0.9112752699000001	0.9106626181
GCF_003610995.1:313	0.6200892101000001	0.38765899340000004	0.7531291645	0.7530506919000001	0.38299139260000004	0.38646228600000004	0.6214873489	0.6271368245	0.7395295014000001	0.6291903754	0.6309982849	0.6304708053	0.6195285730000001	0.6252639816000001	0.6698467877000001	0.6355840974	0.7507749861	0.7479394722	0.6125615036000001	0.7636004230000001	0.6246667332	0.7468353294000001	0.3827382908	0.7505196738000001	1.0	0.3870493109	0.6481468996	0.7503537485	0.3300468321	0.3855431341	0.8196282111000001	0.7408372862	0.7521174481	0.3674205195	0.763559667	0.36736995440000003	0.6186250327	0.7394930282000001	0.764723355	0.6227525817	0.6298977342000001	0.6680438518	0.6691127649	0.6140987655	0.3811215892	0.7533869637	0.7535005279
GCF_004524875.1:314	0.38451549160000004	0.9319951186000001	0.382484221	0.39105075	0.9083647287000001	0.9040864227000001	0.3854901853	0.3901730835	0.3772726322	0.39363268970000004	0.3947032043	0.39394146100000005	0.3835020676	0.38912923800000004	0.3621692367	0.39255547430000004	0.3826892645	0.3788644665	0.3817051898	0.3892727684	0.3787520277	0.38480121240000004	0.9159793466	0.38190406860000004	0.3754490854	1.0	0.38684722460000004	0.38379422100000005	0.8340375393	0.9036672227	0.38624576380000003	0.3613399498	0.3826336481	0.3782304399	0.3938644022	0.3783016021	0.3823522159	0.3796942896	0.39089033360000003	0.391932973	0.39248404410000004	0.3596961175	0.36102099320000003	0.3888336001	0.8787052563000001	0.3898652502	0.38921366760000004
GCF_005234185.1:315	0.7067949171	0.3493957058	0.5991675204	0.608990345	0.35094679900000003	0.3513091882	0.6885255730000001	0.7141252588	0.5886849493	0.7125243643	0.7138858015	0.7161266186	0.6993582038	0.7073452699	0.5196162156	0.7115458653000001	0.5903720291	0.5946627986	0.6913120288	0.6091378148000001	0.7843474004000001	0.5942467401	0.35006850700000003	0.5900305517000001	0.5670837526	0.3489221099	1.0	0.5895909221	0.3026670897	0.3498664007	0.5940234803000001	0.5606730429	0.5994026261000001	0.3266377166	0.6060792651	0.32679280180000003	0.6741157095	0.5871444933000001	0.6050310201	0.6967396461	0.712043274	0.5196570721	0.517852379	0.6965101008	0.34774501	0.5952370851000001	0.5952735899
GCF_008932075.1:316	0.5833773985	0.3455894162	0.7479812848	0.6977197551000001	0.34862343760000003	0.3497966616	0.5794455679	0.5920674248000001	0.6739178129000001	0.5960573263	0.5976551182000001	0.5878360836000001	0.5770420128	0.5900822931	0.6640828751	0.5860525132000001	0.7445547429	0.8196748153000001	0.571921055	0.6988864733	0.5788490766000001	0.7468910708000001	0.3463614453	0.7445679956	0.6543460071	0.3450285866	0.5876495821000001	1.0	0.3020650695	0.3453552051	0.6959811234000001	0.700971482	0.7480592347	0.32905898110000004	0.6952777672	0.3293113845	0.5640317317	0.677222671	0.6943171886	0.5850855491	0.5894638747000001	0.6612952331	0.6590011933000001	0.5809799878	0.3434624807	0.7602244764	0.7596242502
GCF_009862355.1:317	0.33987597410000003	0.8831831680000001	0.3381088286	0.3431420241	0.8883042778	0.8721846129	0.3420693334	0.34620566680000003	0.3314745026	0.34877630800000003	0.3503563119	0.3446597383	0.3410630215	0.34732647180000004	0.31908431200000004	0.3452632801	0.3386812938	0.3327386965	0.3402771086	0.3428218525	0.3396394914	0.3370631256	0.8826416432	0.3386360418	0.3256158669	0.8482636109	0.34128832740000004	0.3417347139	1.0	0.8659856330000001	0.3307302979	0.3084778956	0.3279945959	0.3215419594	0.33587771380000003	0.3218787598	0.3298508824	0.3248901991	0.3326585514	0.3380635766	0.33564600170000003	0.31249987220000003	0.30858870850000003	0.3385437658	0.8428236926	0.33081903	0.33102130100000005
GCF_009862365.1:318	0.3930097689	0.9543773578	0.3914108585	0.3945048291	0.9515266582	0.9510461129000001	0.3930049988	0.4024381884	0.3804807007	0.4032037083	0.4048054807	0.4005540309	0.39142121630000004	0.3981607079	0.3679107467	0.398584013	0.39049883090000004	0.3829499351	0.3917741977	0.3920982864	0.38560274710000003	0.38978019340000003	0.9434886311	0.39008847290000004	0.3803253344	0.9189800009	0.3944670778	0.3906671444	0.8658905073000001	1.0	0.3928090192	0.3668483953	0.3916879285	0.38213003700000003	0.39824452400000004	0.38242727730000003	0.3899241117	0.3838398844	0.39518121780000004	0.4006772337	0.398738698	0.3694938478	0.3680785151	0.3959918484	0.9119913780000001	0.3966637397	0.39682006000000003
GCF_009865135.1:319	0.5997358987	0.3709928699	0.7443354914	0.7433709999	0.36811969510000003	0.36951446260000004	0.5979871716	0.6044017403	0.7169589392	0.6052320998	0.6066641262	0.6077755976	0.594685648	0.6001988083	0.6573369962000001	0.6095439819	0.7375557856	0.7485815924	0.5933610300000001	0.7421868094	0.5990293929	0.7404360267	0.369030097	0.7376156568000001	0.7622178345	0.3702893192	0.6313818066	0.7421954175000001	0.3117498114	0.3703065354	1.0	0.7148285012000001	0.7444850409	0.345860331	0.7442537788	0.346153777	0.5888327893	0.7177399627000001	0.7448346322	0.6072385556000001	0.6048787827000001	0.6579897977	0.6568792257	0.5962005433	0.36212666590000003	0.7521962192	0.7523280386000001
GCF_009865505.1:320	0.5878553601000001	0.35238855490000004	0.8243601876000001	0.7181178326000001	0.3544636856	0.3540272696	0.5773935204	0.5929843581	0.7055381609	0.5947146131000001	0.5965815908000001	0.5926464034000001	0.5819852906	0.5897381386	0.6583546960000001	0.5987759458	0.8116794429	0.772320648	0.5757237265	0.7251815821	0.5789961936	0.8180026433	0.352444576	0.8113874542	0.7002405773	0.352091604	0.6057038866000001	0.7597721861000001	0.2955415182	0.35150279500000003	0.7265476347000001	1.0	0.8241142955	0.33242324100000004	0.7250088178	0.3324198458	0.5709307244	0.7076542953	0.7254909386	0.5875988906	0.5920938971	0.6599893625000001	0.6553719976	0.579196642	0.3454556519	0.8286266699	0.8286205324
GCF_009872615.1:321	0.5992651921000001	0.35623880890000004	0.9999040317000001	0.7197357961	0.35536617800000003	0.3568331934	0.5907136082000001	0.6047529713	0.6997856501	0.6067233561	0.6084806293	0.6059409974000001	0.5897157851	0.6032157443	0.6576725139	0.6083437970000001	0.8186663992000001	0.7737748868000001	0.5902598946000001	0.7252385587	0.5750333722000001	0.9298395905	0.3561198081	0.8191885908000001	0.6741276788	0.3535533051	0.6140466691	0.7688667563	0.2979841696	0.3558888649	0.7175468511	0.7814829399000001	1.0	0.33343611230000003	0.7229272696	0.3334440375	0.574426357	0.7042725105000001	0.7198401849	0.5930330701000001	0.6040148200000001	0.6536731727	0.6550609368	0.5939261329000001	0.3505029979	0.8364466701000001	0.8363129336
GCF_013167895.1:322	0.4015656439	0.42434793860000003	0.4059346549	0.4214132042	0.4187548025	0.42007510880000004	0.406321189	0.4060602333	0.4073654642	0.4079980293	0.4090890384	0.4098746191	0.40323735860000004	0.40428570420000004	0.4153135336	0.4098143174	0.4083204928	0.40548932670000004	0.4007892592	0.4219988847	0.4037627374	0.40458721280000004	0.4173500737	0.40783747600000003	0.40092523960000004	0.4254727166	0.4073733034	0.4117487969	0.355637586	0.4226967265	0.40582475500000004	0.3837663827	0.4059346549	1.0	0.42507336840000004	0.9996873355	0.40365313900000005	0.41077854210000003	0.42464733660000004	0.4120197024	0.4075015954	0.41411367990000003	0.41768610510000004	0.40868139870000003	0.41567142430000004	0.4147078027	0.4148339841
GCF_013364315.1:323	0.5763427582	0.3483426309	0.6906831912	0.8144227628	0.3451128489	0.34640771940000004	0.5709715007	0.5889261306	0.8697948308000001	0.5895445215	0.5909907066	0.5907833144	0.5673847864	0.5779355257000001	0.6095153399000001	0.5875837007	0.6783283879	0.6819692868	0.5660709868	0.8872136482	0.5694010931	0.6900926025	0.34512751900000005	0.6782306663000001	0.6538584714	0.34769844910000003	0.5931935835000001	0.6827437246	0.2915358536	0.34570710520000003	0.685329798	0.6568400452000001	0.6906831912	0.3335835921	1.0	0.333453691	0.5584531971	0.8696236405000001	0.8895415756	0.5803416541	0.5887337634	0.6050627364	0.6056093149	0.5690001506	0.34265904280000004	0.6939223194	0.6938906131
