	GCF_000091305.1:662	GCF_000738695.1:663	GCF_000988945.1:664	GCF_001550215.1:665	GCF_001550225.1:666	GCF_001550235.1:667	GCF_001550325.1:668	GCF_001579685.1:669	GCF_002155735.1:670	GCF_003584815.1:671	GCF_017933115.1:672	GCF_017933235.1:673	GCF_017933255.1:674	GCF_017968905.1:675	GCF_017968935.1:676	GCF_017968965.1:677	GCF_017969005.1:678	GCF_017969025.1:679	GCF_017969045.1:680	GCF_017969075.1:681
GCF_017933115.1:672	0.9408539063	0.6745712605	0.6581695495000001	0.9167218249	0.9139285588	0.8567243090000001	0.681802063	0.8120233622	0.6298285042	0.9038738231000001	1.0	0.9316983313	1.0007710743	0.9999493992	0.9720537432	0.9358230628	0.9275865823	0.9283967061	0.9723405832	0.9318642406000001
GCF_017933235.1:673	0.9672742007	0.667308459	0.6435071492000001	0.9439030229	0.9075151909	0.9027556902	0.6598317336	0.8554264358	0.6198165277000001	0.8922033301000001	0.9129835981000001	1.0	0.9281191588000001	0.9302912557	0.9295491927	0.9980868438	0.9184287658	0.9292171276000001	0.9278982829	0.97286722
GCF_017933255.1:674	0.9512599658	0.6781991037	0.6596666116000001	0.9319134701	0.9081526726	0.8767692903000001	0.6819721594	0.8325650939	0.633265794	0.8930386880000001	1.0049299059	0.9510801254000001	1.0	1.001434104	1.0065856283	0.9375893236	0.9371797555	0.9371967952	0.9807855104000001	0.9565659762000001
GCF_017968905.1:675	0.935628513	0.6640167126000001	0.6468016109	0.9176058011	0.8968467680000001	0.8587159882000001	0.6709395011	0.8146065048000001	0.6158712857	0.8818030218	0.9816116158	0.9319507157	0.9790007309000001	1.0	0.9760934146	0.921422582	0.9196972787000001	0.9268010971	0.9637575909	0.9320868895000001
GCF_017968935.1:676	0.9318109566	0.6632930394000001	0.6422086960000001	0.9122757697	0.8916689919	0.8591797018	0.6647678300000001	0.8163014318	0.6142861954000001	0.8737587305000001	0.9530336086000001	0.9300422102	0.9828056359	0.9748721347	1.0	0.9163837354000001	0.9124388335	0.9216851639	0.9652904561000001	0.9317840967000001
GCF_017968965.1:677	0.9470530068	0.6628477556	0.6370824232	0.9228245350000001	0.9041196444	0.8815861883	0.6557875129	0.8341385902	0.6155303443	0.8888520624	0.9111726214	0.9917166189000001	0.9091144165	0.9139114203	0.9100522986	1.0	0.9069549885	0.9133752459000001	0.9085921766	0.9484752075
GCF_017969005.1:678	0.9375695745	0.6772819609	0.6562982847000001	0.914779824	0.894988556	0.8603176911	0.6789768484	0.8153077683000001	0.6277119498	0.8809573192	0.9239177172	0.9335480096000001	0.9296098348	0.9331728047000001	0.9269678223000001	0.9278070186	1.0	1.0008191379	0.9224267742000001	0.9343082958000001
GCF_017969025.1:679	0.9445698536	0.6745013710000001	0.6531868602	0.9202536928	0.8947269049000001	0.8640735898	0.6759930798	0.8187781905	0.6246414054	0.8808622274000001	0.9199224721	0.9396090380000001	0.9247991151	0.9354972413	0.9314987891000001	0.9295226066000001	0.9956218087	1.0	0.9214582424000001	0.9377357669
GCF_017969045.1:680	0.9558048563	0.6754452128	0.6517420017000001	0.9276520773	0.9062867990000001	0.8707684869000001	0.6756523623	0.8271509658	0.6270369363	0.8984476789	0.9739896775	0.9485247226	0.9783831318	0.9834269107	0.9862250166000001	0.9347554734	0.9276603714	0.9315238178	1.0	0.9455002165
GCF_017969075.1:681	0.9514215171	0.6541160456	0.6287125206	0.9300793855	0.9003916792000001	0.9153834201000001	0.6485762658	0.8659691142	0.6109510861	0.8741049484000001	0.8942835006000001	0.9527709003	0.9141900179	0.9112075425	0.9120526851	0.9348493645	0.9001894924	0.9082081937	0.9058332596	1.0
