	GCF_000717925.1:518	GCF_000718935.1:519	GCF_000718955.1:520	GCF_000720115.1:521	GCF_000720795.1:522	GCF_000725725.1:523	GCF_000725805.1:524	GCF_001270565.1:525	GCF_001279625.1:526	GCF_001746425.1:527	GCF_002028385.1:528	GCF_002080455.1:529	GCF_003148825.1:530	GCF_008642275.1:531	GCF_014648615.1:532	GCF_016755855.1:533	GCF_016755875.1:534	GCF_016755895.1:535	GCF_017639205.1:536	GCF_018614075.1:537
GCF_002028385.1:528	0.8291328988000001	0.6531381697	0.6384299387	0.5711872109	0.6386884110000001	0.4972189759	0.4990012559	0.8328060083000001	0.8253315541	0.4749420884	1.0	0.8254302051	0.6255495873	0.6018710103	0.6415847689	0.6463308054	0.6266651111	0.4992391527	0.6445460786	0.4508779161
GCF_002080455.1:529	0.9166560017000001	0.7211755388000001	0.7025971131000001	0.6279618598000001	0.7024764083	0.5403352461	0.5424127492	0.9151119916	0.9226811305	0.5262226506000001	0.9150487418000001	1.0	0.6942222482	0.6616619186	0.7106670721	0.7154400275	0.6891054259	0.5438777279	0.7130452891	0.5010473821
GCF_003148825.1:530	0.6703384011	0.7653339294	0.8171207021	0.568037187	0.8167884066000001	0.5007873372	0.5006670577	0.6651325553	0.6682169485	0.4882093229	0.6606560212	0.6613758186	1.0	0.6739698075	0.72050422	0.7206360106	0.6871287810000001	0.4993734661	0.7203376611	0.4698455607
GCF_008642275.1:531	0.6966249679000001	0.7438593325	0.7409800101	0.6031170885	0.7412616942	0.5399341386000001	0.5412323123	0.6879818369	0.6951337980000001	0.5212286124000001	0.6986072130000001	0.6927904757000001	0.7407240158	1.0	0.7621289067	0.7671576516	0.7553227897	0.5436505093	0.7662523122	0.508582392
GCF_014648615.1:532	0.6447917087	0.7081355832	0.6847237635	0.5603674904	0.6844604857000001	0.4877779857	0.4909770107	0.6408676692	0.640029472	0.4716588934	0.6413699872	0.6408507696	0.6819891436000001	0.6563770422	1.0	0.9987804502000001	0.6822331869	0.48837881050000004	0.9962746418	0.4548629282
GCF_016755855.1:533	0.6414620209	0.705196555	0.6817011409	0.5577065745	0.6816788139000001	0.48492783510000004	0.48803781	0.6377445746	0.6372548174	0.47316338280000003	0.6423268054	0.6413728234	0.678115225	0.6568348266	0.9929254344	1.0	0.6852509135	0.48908121060000004	1.0033037335	0.4532217204
GCF_016755875.1:534	0.6290434111000001	0.6779707132	0.6775688036	0.5515014993	0.6773466243	0.4858559992	0.4867956322	0.6250146059	0.6251477102	0.4752987594	0.6361155526000001	0.6309897374	0.6604272457	0.6605465768000001	0.6927535358	0.6999208486	1.0	0.4886865266	0.6976293994	0.45406246510000003
GCF_016755895.1:535	0.5096695914	0.5072854447	0.4977834092	0.4982187078	0.49759551550000003	0.9484525349	0.9905001600000001	0.5096312269000001	0.5114754970000001	0.48387916100000006	0.5187073238000001	0.5097428537	0.4912760015	0.4866356284	0.5075934008	0.5113208834	0.5001999115	1.0	0.5100131387	0.4448302081
GCF_017639205.1:536	0.6418593501000001	0.7056115783	0.6826518168	0.5579381433	0.6826674437	0.4861238872	0.4888524951	0.6367048081000001	0.6372937529	0.4727817482	0.6422870389	0.6409563161	0.6796692998	0.65783556	0.9931153077	1.0060195617	0.6848563147000001	0.4891508466	1.0	0.4535489414
GCF_018614075.1:537	0.5520862563	0.5487129821	0.5452392482	0.5673193426	0.5452673498	0.5239616097	0.5255384199	0.5523216579	0.5475135746	0.5465659952	0.550352919	0.5516926986	0.5430299491	0.5348278209	0.5554030559	0.556662332	0.5460060002	0.5225920995000001	0.5555603975	1.0
