	GCF_000718705.1:1	GCF_000719625.1:2	GCF_000720235.1:3	GCF_000720455.1:4	GCF_000966965.1:5	GCF_001279445.1:6	GCF_001279485.1:7	GCF_001279495.1:8	GCF_001279685.1:9	GCF_001279765.1:10	GCF_001279815.1:11	GCF_001279845.1:12	GCF_001279855.1:13	GCF_001279885.1:14	GCF_001279905.1:15	GCF_001279925.1:16	GCF_001279935.1:17	GCF_001279965.1:18	GCF_008086975.1:19	GCF_014217585.1:20	GCF_014648795.1:21	GCF_016755835.1:22	GCF_017876235.1:23
GCF_001279815.1:11	0.9642530121	0.9643981547	0.9921611116000001	0.9925383215	0.9924906621	0.965328595	0.9653401142	0.9959185374	0.9960784500000001	0.9953976781	1.0	0.9645173764	0.9997659914	0.9643576979	0.9953948919000001	0.9643782945	0.9957367035	0.9997985205000001	0.9674763007	0.9644881850000001	0.9642360273	0.9644015319	0.9644024409
GCF_001279845.1:12	0.994692384	0.9947802618	0.9650150607	0.9646268265000001	0.9655703822	0.9951478091	0.9953591144	0.9646230441	0.9646216054000001	0.9645275041	0.9645173764	1.0	0.9645397516	0.9951819261	0.9643304585	0.9953705182	0.9645678898000001	0.9645833212	0.9954967733000001	0.995267086	0.9949898560000001	0.9952667484000001	0.9952869575000001
GCF_001279855.1:13	0.9643086492	0.9644244243000001	0.9921808251	0.9925665061000001	0.992509893	0.9654413117	0.9654351595	0.9959025993	0.9960450932	0.995370627	0.9997659914	0.9645397516	1.0	0.9643976263	0.9953621122	0.9643880784000001	0.9956738315	0.9997293745	0.9674406059	0.9645499246	0.96432352	0.964496503	0.9645253327000001
GCF_001279885.1:14	0.9945440009000001	0.9945856274	0.9647028882	0.9644908012000001	0.9652407763	0.9950612928	0.995254535	0.9644039189	0.9644693577000001	0.9642414207000001	0.9643576979	0.9951819261	0.9643976263	1.0	0.9643220485	0.9950224236	0.9642462817	0.9643937387	0.9954000196	0.9952079894	0.9945138914	0.9947688965	0.9947584557
GCF_001279905.1:15	0.9642790633	0.9643245677000001	0.9917330097	0.9919572005	0.9921011631000001	0.9653124249	0.9653910446	0.9960054057000001	0.9957900112	0.9955534598	0.9953948919000001	0.9643304585	0.9953621122	0.9643220485	1.0	0.9630434987000001	0.9958192935000001	0.9954289856	0.9670849371	0.9643066415	0.9640476406	0.9641828937	0.9641907183
GCF_001279925.1:16	0.9949763142	0.9950415576	0.9647717801000001	0.9644931071	0.9652800656	0.9996442820000001	0.9951485115	0.9644359426	0.9646233446	0.9642961465000001	0.9643782945	0.9953705182	0.9643880784000001	0.9950224236	0.9630434987000001	1.0	0.9641029310000001	0.9643272636	0.9955861731000001	0.9950717142000001	0.9950727495	0.9953182441	0.9952869241000001
GCF_001279935.1:17	0.9642709208	0.9643518790000001	0.9916475279	0.9919930378	0.9919452559	0.9651997061	0.9652075952	0.9964008975	0.996319528	0.9956541583	0.9957367035	0.9645678898000001	0.9956738315	0.9642462817	0.9958192935000001	0.9641029310000001	1.0	0.9957286727	0.9671702266000001	0.9644565932	0.9640047008	0.9641496096000001	0.9641652649
GCF_001279965.1:18	0.9643222126000001	0.9644226928	0.9922028212	0.9925782513	0.9925143692	0.9653931875	0.9653584418000001	0.9959891258	0.9960888565	0.9954231920000001	0.9997985205000001	0.9645833212	0.9997293745	0.9643937387	0.9954289856	0.9643272636	0.9957286727	1.0	0.9675312300000001	0.9645797902000001	0.9643099285000001	0.9644998221000001	0.96448246
GCF_008086975.1:19	0.9950581575	0.9950834048	0.9679285561000001	0.9676198491	0.9682583388	0.9955393098	0.9956165842	0.9673492434000001	0.9673529792000001	0.9672845062000001	0.9674763007	0.9954967733000001	0.9674406059	0.9954000196	0.9670849371	0.9955861731000001	0.9671702266000001	0.9675312300000001	1.0	0.9959088479	0.9949703848	0.9952537960000001	0.9952533788000001
GCF_014217585.1:20	0.9947996585000001	0.9948801760000001	0.9647410246	0.9644200762	0.9652612012	0.9950589311	0.9955263496000001	0.9644645725000001	0.9645549675	0.9643392996000001	0.9644881850000001	0.995267086	0.9645499246	0.9952079894	0.9643066415	0.9950717142000001	0.9644565932	0.9645797902000001	0.9959088479	1.0	0.9948513468000001	0.9950627465	0.9951086328000001
GCF_014648795.1:21	0.9942225695	0.9942929417	0.9647859884000001	0.9642409072	0.9652928013000001	0.9950948063	0.9945054838	0.9644680706000001	0.9642745715000001	0.9642763831000001	0.9642360273	0.9949898560000001	0.96432352	0.9945138914	0.9640476406	0.9950727495	0.9640047008	0.9643099285000001	0.9949703848	0.9948513468000001	1.0	0.9996040675000001	0.9996020408
GCF_016755835.1:22	0.9944430238	0.9944805997	0.9648421441	0.9643648364	0.9654082849000001	0.9953438015	0.9947613319	0.9645825986000001	0.9644131675000001	0.9643677003000001	0.9644015319	0.9952667484000001	0.964496503	0.9947688965	0.9641828937	0.9953182441	0.9641496096000001	0.9644998221000001	0.9952537960000001	0.9950627465	0.9996040675000001	1.0	0.9999719998000001
GCF_017876235.1:23	0.9944328358000001	0.9944897209	0.9648935632000001	0.9643809732	0.9653919352	0.9953310473	0.9948387741	0.9645786103	0.9644233639	0.964395984	0.9644024409	0.9952869575000001	0.9645253327000001	0.9947584557	0.9641907183	0.9952869241000001	0.9641652649	0.96448246	0.9952533788000001	0.9951086328000001	0.9996020408	0.9999719998000001	1.0
