	GCF_000091305.1:662	GCF_000738695.1:663	GCF_000988945.1:664	GCF_001550215.1:665	GCF_001550225.1:666	GCF_001550235.1:667	GCF_001550325.1:668	GCF_001579685.1:669	GCF_002155735.1:670	GCF_003584815.1:671	GCF_017933115.1:672	GCF_017933235.1:673	GCF_017933255.1:674	GCF_017968905.1:675	GCF_017968935.1:676	GCF_017968965.1:677	GCF_017969005.1:678	GCF_017969025.1:679	GCF_017969045.1:680	GCF_017969075.1:681
GCF_017933115.1:672	0.9956110810000001	0.9066621528000001	0.9099932065	0.9955463944	0.9955488892000001	0.9933250343000001	0.9102816949	0.9955848634000001	0.9098521749	0.9953218153000001	1.0	0.9956720743	0.9996498467	0.9994920241	0.9992770062	0.9954767235	0.9957887714	0.9953662184000001	0.9995327947	0.9951977420000001
GCF_017933235.1:673	0.9959715331000001	0.9062510367000001	0.9093385412	0.9960171772	0.9960773562	0.9939669505000001	0.9086157508	0.9961032612	0.9097117533	0.9958948441000001	0.9956720743	1.0	0.9954759619	0.9954093208	0.9953571630000001	0.9998298856000001	0.9952091124	0.9945634902	0.9955216292000001	0.9960380407
GCF_017933255.1:674	0.9953689091000001	0.9065423984000001	0.9098675428	0.9955234652	0.9958231969	0.9936723940000001	0.9092619789	0.9958226198000001	0.9099883503	0.9957038868	0.9996498467	0.9954759619	1.0	0.9992466130000001	0.9988544918000001	0.9957330702	0.9952849832	0.9950758717	0.9992386013000001	0.9957279008000001
GCF_017968905.1:675	0.9953392039000001	0.9065411507000001	0.9102680781	0.9952437241000001	0.9952339984	0.9929400464	0.9105577898	0.9952082604	0.909964556	0.9950559594	0.9994920241	0.9954093208	0.9992466130000001	1.0	0.9993321661000001	0.9954382213	0.9955310279	0.994986012	0.9996470236	0.9950449139
GCF_017968935.1:676	0.9954364264000001	0.9064791857000001	0.9098021492	0.9955210728	0.9954660077	0.9929173403	0.9101788282000001	0.9950680195	0.9099301764000001	0.9954948858	0.9992770062	0.9953571630000001	0.9988544918000001	0.9993321661000001	1.0	0.9955680557000001	0.9955283539	0.9949873248000001	0.9992855635000001	0.9950220774
GCF_017968965.1:677	0.9958387374000001	0.9063168151000001	0.9095105419	0.9959285849	0.9957311847	0.9941806778000001	0.9085724095000001	0.9964424119	0.9097580679	0.9955727577000001	0.9954767235	0.9998298856000001	0.9957330702	0.9954382213	0.9955680557000001	1.0	0.9951470939	0.9947172084	0.9955786796	0.9962251677
GCF_017969005.1:678	0.9948052557	0.9069215955000001	0.9099370542	0.9951497764	0.9953582227000001	0.9931543384	0.9103164520000001	0.9954415819	0.909985291	0.9951073416	0.9957887714	0.9952091124	0.9952849832	0.9955310279	0.9955283539	0.9951470939	1.0	0.9994148136000001	0.9956783158	0.9949419815
GCF_017969025.1:679	0.9941050892000001	0.9068652612	0.9099192030000001	0.9944848083000001	0.9948853503	0.9924708934	0.910276606	0.9947377634000001	0.9099609912000001	0.9946999750000001	0.9953662184000001	0.9945634902	0.9950758717	0.994986012	0.9949873248000001	0.9947172084	0.9994148136000001	1.0	0.9951245229000001	0.9944071320000001
GCF_017969045.1:680	0.9954266459000001	0.9066145164	0.9093829823	0.9954989044	0.9953742637	0.9932249359	0.9097011858	0.9953268604000001	0.9098552725	0.9949738681	0.9995327947	0.9955216292000001	0.9992386013000001	0.9996470236	0.9992855635000001	0.9955786796	0.9956783158	0.9951245229000001	1.0	0.995277492
GCF_017969075.1:681	0.9956403965	0.9061187247	0.9094459034000001	0.9954649430000001	0.995723337	0.9974282507000001	0.9085933582	0.9994692599	0.9098524702	0.9957864158	0.9951977420000001	0.9960380407	0.9957279008000001	0.9950449139	0.9950220774	0.9962251677	0.9949419815	0.9944071320000001	0.995277492	1.0
