	run ID	name	method	date run	command-line
14	15	id_127	ANIm	2023-03-09 15:43:08.340547	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_127 -o pyani_analysis/id_127/output -v -l pyani_analysis/id_127/output.log --name id_127 --labels pyani_analysis/id_127/labels.txt --classes pyani_analysis/id_127/classes.txt
15	16	id_13	ANIm	2023-03-09 15:43:47.643740	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_13 -o pyani_analysis/id_13/output -v -l pyani_analysis/id_13/output.log --name id_13 --labels pyani_analysis/id_13/labels.txt --classes pyani_analysis/id_13/classes.txt
16	17	id_131	ANIm	2023-03-09 15:44:18.260965	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_131 -o pyani_analysis/id_131/output -v -l pyani_analysis/id_131/output.log --name id_131 --labels pyani_analysis/id_131/labels.txt --classes pyani_analysis/id_131/classes.txt
17	18	id_134	ANIm	2023-03-09 15:46:57.840046	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_134 -o pyani_analysis/id_134/output -v -l pyani_analysis/id_134/output.log --name id_134 --labels pyani_analysis/id_134/labels.txt --classes pyani_analysis/id_134/classes.txt
18	19	id_137	ANIm	2023-03-09 15:47:23.558622	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_137 -o pyani_analysis/id_137/output -v -l pyani_analysis/id_137/output.log --name id_137 --labels pyani_analysis/id_137/labels.txt --classes pyani_analysis/id_137/classes.txt
19	20	id_141	ANIm	2023-03-09 15:54:10.562762	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_141 -o pyani_analysis/id_141/output -v -l pyani_analysis/id_141/output.log --name id_141 --labels pyani_analysis/id_141/labels.txt --classes pyani_analysis/id_141/classes.txt
20	21	id_143	ANIm	2023-03-09 15:55:02.106710	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_143 -o pyani_analysis/id_143/output -v -l pyani_analysis/id_143/output.log --name id_143 --labels pyani_analysis/id_143/labels.txt --classes pyani_analysis/id_143/classes.txt
21	22	id_144	ANIm	2023-03-09 15:55:25.299434	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_144 -o pyani_analysis/id_144/output -v -l pyani_analysis/id_144/output.log --name id_144 --labels pyani_analysis/id_144/labels.txt --classes pyani_analysis/id_144/classes.txt
22	23	id_145	ANIm	2023-03-09 15:55:53.785137	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_145 -o pyani_analysis/id_145/output -v -l pyani_analysis/id_145/output.log --name id_145 --labels pyani_analysis/id_145/labels.txt --classes pyani_analysis/id_145/classes.txt
23	24	id_146	ANIm	2023-03-09 15:56:30.222745	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_146 -o pyani_analysis/id_146/output -v -l pyani_analysis/id_146/output.log --name id_146 --labels pyani_analysis/id_146/labels.txt --classes pyani_analysis/id_146/classes.txt
24	25	id_151	ANIm	2023-03-09 15:56:49.984293	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_151 -o pyani_analysis/id_151/output -v -l pyani_analysis/id_151/output.log --name id_151 --labels pyani_analysis/id_151/labels.txt --classes pyani_analysis/id_151/classes.txt
25	26	id_155	ANIm	2023-03-09 15:57:14.253733	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_155 -o pyani_analysis/id_155/output -v -l pyani_analysis/id_155/output.log --name id_155 --labels pyani_analysis/id_155/labels.txt --classes pyani_analysis/id_155/classes.txt
26	27	id_156	ANIm	2023-03-09 16:14:58.612474	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_156 -o pyani_analysis/id_156/output -v -l pyani_analysis/id_156/output.log --name id_156 --labels pyani_analysis/id_156/labels.txt --classes pyani_analysis/id_156/classes.txt
27	28	id_16	ANIm	2023-03-09 16:15:31.261259	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_16 -o pyani_analysis/id_16/output -v -l pyani_analysis/id_16/output.log --name id_16 --labels pyani_analysis/id_16/labels.txt --classes pyani_analysis/id_16/classes.txt
28	29	id_160	ANIm	2023-03-09 16:15:58.946352	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_160 -o pyani_analysis/id_160/output -v -l pyani_analysis/id_160/output.log --name id_160 --labels pyani_analysis/id_160/labels.txt --classes pyani_analysis/id_160/classes.txt
29	30	id_161	ANIm	2023-03-09 16:16:23.225391	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_161 -o pyani_analysis/id_161/output -v -l pyani_analysis/id_161/output.log --name id_161 --labels pyani_analysis/id_161/labels.txt --classes pyani_analysis/id_161/classes.txt
30	31	id_164	ANIm	2023-03-09 16:16:42.214991	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_164 -o pyani_analysis/id_164/output -v -l pyani_analysis/id_164/output.log --name id_164 --labels pyani_analysis/id_164/labels.txt --classes pyani_analysis/id_164/classes.txt
31	32	id_165	ANIm	2023-03-09 16:17:09.694723	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_165 -o pyani_analysis/id_165/output -v -l pyani_analysis/id_165/output.log --name id_165 --labels pyani_analysis/id_165/labels.txt --classes pyani_analysis/id_165/classes.txt
32	33	id_166	ANIm	2023-03-09 16:17:28.442751	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_166 -o pyani_analysis/id_166/output -v -l pyani_analysis/id_166/output.log --name id_166 --labels pyani_analysis/id_166/labels.txt --classes pyani_analysis/id_166/classes.txt
33	34	id_167	ANIm	2023-03-09 16:17:57.206092	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_167 -o pyani_analysis/id_167/output -v -l pyani_analysis/id_167/output.log --name id_167 --labels pyani_analysis/id_167/labels.txt --classes pyani_analysis/id_167/classes.txt
34	35	id_169	ANIm	2023-03-09 16:18:19.974738	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_169 -o pyani_analysis/id_169/output -v -l pyani_analysis/id_169/output.log --name id_169 --labels pyani_analysis/id_169/labels.txt --classes pyani_analysis/id_169/classes.txt
35	36	id_17	ANIm	2023-03-09 16:18:52.722443	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_17 -o pyani_analysis/id_17/output -v -l pyani_analysis/id_17/output.log --name id_17 --labels pyani_analysis/id_17/labels.txt --classes pyani_analysis/id_17/classes.txt
36	37	id_173	ANIm	2023-03-09 16:19:29.835168	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_173 -o pyani_analysis/id_173/output -v -l pyani_analysis/id_173/output.log --name id_173 --labels pyani_analysis/id_173/labels.txt --classes pyani_analysis/id_173/classes.txt
37	38	id_175	ANIm	2023-03-09 16:19:53.156695	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_175 -o pyani_analysis/id_175/output -v -l pyani_analysis/id_175/output.log --name id_175 --labels pyani_analysis/id_175/labels.txt --classes pyani_analysis/id_175/classes.txt
38	39	id_18	ANIm	2023-03-09 16:20:17.670032	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_18 -o pyani_analysis/id_18/output -v -l pyani_analysis/id_18/output.log --name id_18 --labels pyani_analysis/id_18/labels.txt --classes pyani_analysis/id_18/classes.txt
39	40	id_182	ANIm	2023-03-09 16:20:48.125456	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_182 -o pyani_analysis/id_182/output -v -l pyani_analysis/id_182/output.log --name id_182 --labels pyani_analysis/id_182/labels.txt --classes pyani_analysis/id_182/classes.txt
40	41	id_186	ANIm	2023-03-09 16:21:16.920135	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_186 -o pyani_analysis/id_186/output -v -l pyani_analysis/id_186/output.log --name id_186 --labels pyani_analysis/id_186/labels.txt --classes pyani_analysis/id_186/classes.txt
41	42	id_188	ANIm	2023-03-09 16:22:00.464430	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_188 -o pyani_analysis/id_188/output -v -l pyani_analysis/id_188/output.log --name id_188 --labels pyani_analysis/id_188/labels.txt --classes pyani_analysis/id_188/classes.txt
42	43	id_19	ANIm	2023-03-09 16:25:16.043682	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_19 -o pyani_analysis/id_19/output -v -l pyani_analysis/id_19/output.log --name id_19 --labels pyani_analysis/id_19/labels.txt --classes pyani_analysis/id_19/classes.txt
43	44	id_190	ANIm	2023-03-09 16:27:25.620590	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_190 -o pyani_analysis/id_190/output -v -l pyani_analysis/id_190/output.log --name id_190 --labels pyani_analysis/id_190/labels.txt --classes pyani_analysis/id_190/classes.txt
44	45	id_199	ANIm	2023-03-09 16:27:46.046355	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_199 -o pyani_analysis/id_199/output -v -l pyani_analysis/id_199/output.log --name id_199 --labels pyani_analysis/id_199/labels.txt --classes pyani_analysis/id_199/classes.txt
45	46	id_205	ANIm	2023-03-09 16:28:05.822802	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_205 -o pyani_analysis/id_205/output -v -l pyani_analysis/id_205/output.log --name id_205 --labels pyani_analysis/id_205/labels.txt --classes pyani_analysis/id_205/classes.txt
46	47	id_209	ANIm	2023-03-09 16:28:38.204306	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_209 -o pyani_analysis/id_209/output -v -l pyani_analysis/id_209/output.log --name id_209 --labels pyani_analysis/id_209/labels.txt --classes pyani_analysis/id_209/classes.txt
47	48	id_210	ANIm	2023-03-09 16:30:03.326113	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_210 -o pyani_analysis/id_210/output -v -l pyani_analysis/id_210/output.log --name id_210 --labels pyani_analysis/id_210/labels.txt --classes pyani_analysis/id_210/classes.txt
48	49	id_212	ANIm	2023-03-09 16:30:30.858445	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_212 -o pyani_analysis/id_212/output -v -l pyani_analysis/id_212/output.log --name id_212 --labels pyani_analysis/id_212/labels.txt --classes pyani_analysis/id_212/classes.txt
49	50	id_214	ANIm	2023-03-09 16:31:03.840003	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_214 -o pyani_analysis/id_214/output -v -l pyani_analysis/id_214/output.log --name id_214 --labels pyani_analysis/id_214/labels.txt --classes pyani_analysis/id_214/classes.txt
50	51	id_215	ANIm	2023-03-09 16:32:09.881627	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_215 -o pyani_analysis/id_215/output -v -l pyani_analysis/id_215/output.log --name id_215 --labels pyani_analysis/id_215/labels.txt --classes pyani_analysis/id_215/classes.txt
51	52	id_218	ANIm	2023-03-09 16:32:31.246350	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_218 -o pyani_analysis/id_218/output -v -l pyani_analysis/id_218/output.log --name id_218 --labels pyani_analysis/id_218/labels.txt --classes pyani_analysis/id_218/classes.txt
52	53	id_233	ANIm	2023-03-09 16:33:37.088325	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_233 -o pyani_analysis/id_233/output -v -l pyani_analysis/id_233/output.log --name id_233 --labels pyani_analysis/id_233/labels.txt --classes pyani_analysis/id_233/classes.txt
53	54	id_238	ANIm	2023-03-09 16:33:57.697175	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_238 -o pyani_analysis/id_238/output -v -l pyani_analysis/id_238/output.log --name id_238 --labels pyani_analysis/id_238/labels.txt --classes pyani_analysis/id_238/classes.txt
54	55	id_24	ANIm	2023-03-09 16:34:18.504997	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_24 -o pyani_analysis/id_24/output -v -l pyani_analysis/id_24/output.log --name id_24 --labels pyani_analysis/id_24/labels.txt --classes pyani_analysis/id_24/classes.txt
55	56	id_240	ANIm	2023-03-09 16:34:55.855726	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_240 -o pyani_analysis/id_240/output -v -l pyani_analysis/id_240/output.log --name id_240 --labels pyani_analysis/id_240/labels.txt --classes pyani_analysis/id_240/classes.txt
56	57	id_242	ANIm	2023-03-09 16:35:25.721364	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_242 -o pyani_analysis/id_242/output -v -l pyani_analysis/id_242/output.log --name id_242 --labels pyani_analysis/id_242/labels.txt --classes pyani_analysis/id_242/classes.txt
57	58	id_245	ANIm	2023-03-09 16:35:43.978076	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_245 -o pyani_analysis/id_245/output -v -l pyani_analysis/id_245/output.log --name id_245 --labels pyani_analysis/id_245/labels.txt --classes pyani_analysis/id_245/classes.txt
58	59	id_25	ANIm	2023-03-09 16:36:10.404201	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_25 -o pyani_analysis/id_25/output -v -l pyani_analysis/id_25/output.log --name id_25 --labels pyani_analysis/id_25/labels.txt --classes pyani_analysis/id_25/classes.txt
59	60	id_250	ANIm	2023-03-09 18:11:56.578573	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_250 -o pyani_analysis/id_250/output -v -l pyani_analysis/id_250/output.log --name id_250 --labels pyani_analysis/id_250/labels.txt --classes pyani_analysis/id_250/classes.txt
60	61	id_254	ANIm	2023-03-09 18:12:26.885511	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_254 -o pyani_analysis/id_254/output -v -l pyani_analysis/id_254/output.log --name id_254 --labels pyani_analysis/id_254/labels.txt --classes pyani_analysis/id_254/classes.txt
61	62	id_257	ANIm	2023-03-09 18:12:46.447303	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_257 -o pyani_analysis/id_257/output -v -l pyani_analysis/id_257/output.log --name id_257 --labels pyani_analysis/id_257/labels.txt --classes pyani_analysis/id_257/classes.txt
62	63	id_258	ANIm	2023-03-09 18:13:00.830500	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_258 -o pyani_analysis/id_258/output -v -l pyani_analysis/id_258/output.log --name id_258 --labels pyani_analysis/id_258/labels.txt --classes pyani_analysis/id_258/classes.txt
63	64	id_259	ANIm	2023-03-09 18:13:17.983916	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_259 -o pyani_analysis/id_259/output -v -l pyani_analysis/id_259/output.log --name id_259 --labels pyani_analysis/id_259/labels.txt --classes pyani_analysis/id_259/classes.txt
64	65	id_260	ANIm	2023-03-09 18:13:39.195460	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_260 -o pyani_analysis/id_260/output -v -l pyani_analysis/id_260/output.log --name id_260 --labels pyani_analysis/id_260/labels.txt --classes pyani_analysis/id_260/classes.txt
65	66	id_262	ANIm	2023-03-09 18:14:11.291469	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_262 -o pyani_analysis/id_262/output -v -l pyani_analysis/id_262/output.log --name id_262 --labels pyani_analysis/id_262/labels.txt --classes pyani_analysis/id_262/classes.txt
66	67	id_263	ANIm	2023-03-09 18:14:38.910122	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_263 -o pyani_analysis/id_263/output -v -l pyani_analysis/id_263/output.log --name id_263 --labels pyani_analysis/id_263/labels.txt --classes pyani_analysis/id_263/classes.txt
67	68	id_265	ANIm	2023-03-09 18:14:57.457453	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_265 -o pyani_analysis/id_265/output -v -l pyani_analysis/id_265/output.log --name id_265 --labels pyani_analysis/id_265/labels.txt --classes pyani_analysis/id_265/classes.txt
68	69	id_268	ANIm	2023-03-09 18:15:20.900555	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_268 -o pyani_analysis/id_268/output -v -l pyani_analysis/id_268/output.log --name id_268 --labels pyani_analysis/id_268/labels.txt --classes pyani_analysis/id_268/classes.txt
69	70	id_271	ANIm	2023-03-09 18:15:47.221001	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_271 -o pyani_analysis/id_271/output -v -l pyani_analysis/id_271/output.log --name id_271 --labels pyani_analysis/id_271/labels.txt --classes pyani_analysis/id_271/classes.txt
70	71	id_272	ANIm	2023-03-09 18:16:09.494458	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_272 -o pyani_analysis/id_272/output -v -l pyani_analysis/id_272/output.log --name id_272 --labels pyani_analysis/id_272/labels.txt --classes pyani_analysis/id_272/classes.txt
71	72	id_275	ANIm	2023-03-09 18:16:25.645523	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_275 -o pyani_analysis/id_275/output -v -l pyani_analysis/id_275/output.log --name id_275 --labels pyani_analysis/id_275/labels.txt --classes pyani_analysis/id_275/classes.txt
72	73	id_276	ANIm	2023-03-09 18:18:34.813728	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_276 -o pyani_analysis/id_276/output -v -l pyani_analysis/id_276/output.log --name id_276 --labels pyani_analysis/id_276/labels.txt --classes pyani_analysis/id_276/classes.txt
73	74	id_277	ANIm	2023-03-09 18:20:09.620494	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_277 -o pyani_analysis/id_277/output -v -l pyani_analysis/id_277/output.log --name id_277 --labels pyani_analysis/id_277/labels.txt --classes pyani_analysis/id_277/classes.txt
74	75	id_28	ANIm	2023-03-09 18:20:26.893679	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_28 -o pyani_analysis/id_28/output -v -l pyani_analysis/id_28/output.log --name id_28 --labels pyani_analysis/id_28/labels.txt --classes pyani_analysis/id_28/classes.txt
75	76	id_280	ANIm	2023-03-09 18:26:21.754571	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_280 -o pyani_analysis/id_280/output -v -l pyani_analysis/id_280/output.log --name id_280 --labels pyani_analysis/id_280/labels.txt --classes pyani_analysis/id_280/classes.txt
76	77	id_281	ANIm	2023-03-09 18:26:43.290896	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_281 -o pyani_analysis/id_281/output -v -l pyani_analysis/id_281/output.log --name id_281 --labels pyani_analysis/id_281/labels.txt --classes pyani_analysis/id_281/classes.txt
77	78	id_287	ANIm	2023-03-09 18:27:03.517391	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_287 -o pyani_analysis/id_287/output -v -l pyani_analysis/id_287/output.log --name id_287 --labels pyani_analysis/id_287/labels.txt --classes pyani_analysis/id_287/classes.txt
78	79	id_288	ANIm	2023-03-09 18:27:45.159077	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_288 -o pyani_analysis/id_288/output -v -l pyani_analysis/id_288/output.log --name id_288 --labels pyani_analysis/id_288/labels.txt --classes pyani_analysis/id_288/classes.txt
79	80	id_289	ANIm	2023-03-09 18:29:00.900953	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_289 -o pyani_analysis/id_289/output -v -l pyani_analysis/id_289/output.log --name id_289 --labels pyani_analysis/id_289/labels.txt --classes pyani_analysis/id_289/classes.txt
80	81	id_295	ANIm	2023-03-09 18:29:20.153053	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_295 -o pyani_analysis/id_295/output -v -l pyani_analysis/id_295/output.log --name id_295 --labels pyani_analysis/id_295/labels.txt --classes pyani_analysis/id_295/classes.txt
81	82	id_297	ANIm	2023-03-09 18:29:41.204127	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_297 -o pyani_analysis/id_297/output -v -l pyani_analysis/id_297/output.log --name id_297 --labels pyani_analysis/id_297/labels.txt --classes pyani_analysis/id_297/classes.txt
82	83	id_298	ANIm	2023-03-09 18:29:58.182918	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_298 -o pyani_analysis/id_298/output -v -l pyani_analysis/id_298/output.log --name id_298 --labels pyani_analysis/id_298/labels.txt --classes pyani_analysis/id_298/classes.txt
83	84	id_3	ANIm	2023-03-09 18:30:16.673995	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_3 -o pyani_analysis/id_3/output -v -l pyani_analysis/id_3/output.log --name id_3 --labels pyani_analysis/id_3/labels.txt --classes pyani_analysis/id_3/classes.txt
84	85	id_30	ANIm	2023-03-09 19:23:57.280590	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_30 -o pyani_analysis/id_30/output -v -l pyani_analysis/id_30/output.log --name id_30 --labels pyani_analysis/id_30/labels.txt --classes pyani_analysis/id_30/classes.txt
85	86	id_308	ANIm	2023-03-09 19:26:03.365162	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_308 -o pyani_analysis/id_308/output -v -l pyani_analysis/id_308/output.log --name id_308 --labels pyani_analysis/id_308/labels.txt --classes pyani_analysis/id_308/classes.txt
86	87	id_317	ANIm	2023-03-09 19:27:28.840606	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_317 -o pyani_analysis/id_317/output -v -l pyani_analysis/id_317/output.log --name id_317 --labels pyani_analysis/id_317/labels.txt --classes pyani_analysis/id_317/classes.txt
87	88	id_318	ANIm	2023-03-09 19:27:53.844369	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_318 -o pyani_analysis/id_318/output -v -l pyani_analysis/id_318/output.log --name id_318 --labels pyani_analysis/id_318/labels.txt --classes pyani_analysis/id_318/classes.txt
88	89	id_319	ANIm	2023-03-09 19:28:37.736386	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_319 -o pyani_analysis/id_319/output -v -l pyani_analysis/id_319/output.log --name id_319 --labels pyani_analysis/id_319/labels.txt --classes pyani_analysis/id_319/classes.txt
89	90	id_322	ANIm	2023-03-09 19:28:57.582212	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_322 -o pyani_analysis/id_322/output -v -l pyani_analysis/id_322/output.log --name id_322 --labels pyani_analysis/id_322/labels.txt --classes pyani_analysis/id_322/classes.txt
90	91	id_327	ANIm	2023-03-09 19:29:21.491053	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_327 -o pyani_analysis/id_327/output -v -l pyani_analysis/id_327/output.log --name id_327 --labels pyani_analysis/id_327/labels.txt --classes pyani_analysis/id_327/classes.txt
